#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus paracasei	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium tyrobutyricum	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Faecalicatena fissicatena	Oscillibacter sp. CAG:155	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. 1-3	Oscillibacter sp. PC13	Desulfitobacterium hafniense	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Marasmitruncus massiliensis	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Methanobacterium congolense	Methanobacterium paludis
K09001 anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09003 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98
K09004 uncharacterized protein	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K09005 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1
K09006 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K09009 uncharacterized protein	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09011 (R)-citramalate synthase [EC:2.3.1.182]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	59
K09013 Fe-S cluster assembly ATP-binding protein	0	0	0	0	0	0	0	0	0	0	2	0	168	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	7
K09014 Fe-S cluster assembly protein SufB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
K09015 Fe-S cluster assembly protein SufD	0	0	0	0	0	0	11	0	0	2	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09022 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	0	0	0	0	0	0	0	0	0	13	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
K09116 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160
K09117 uncharacterized protein	0	0	0	0	0	0	6	0	0	0	0	0	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09118 uncharacterized protein	0	0	0	0	0	0	44	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K09119 KEOPS complex subunit Cgi121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26
K09120 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
K09121 pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	37	0	0	0	0	45	97
K09125 uncharacterized protein	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09126 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71
K09128 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
K09129 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
K09131 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
K09136 ribosomal protein S12 methylthiotransferase accessory factor	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K09137 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
K09138 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
K09139 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	149
K09140 pre-rRNA-processing protein TSR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
K09141 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
K09142 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
K09143 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
K09147 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79
K09154 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128
K09155 uncharacterized protein	0	0	0	0	0	0	0	0	0	18	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09157 uncharacterized protein	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0
K09163 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
K09164 uncharacterized protein	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09167 uncharacterized protein	0	0	0	0	0	0	7	94	4	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09181 acetyltransferase	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09384 uncharacterized protein	0	0	0	0	0	0	0	48	0	30	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09458 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	0	0	0	0	0	0	11	2	0	14	0	0	0	0	6	0	0	0	0	0	0	29	0	0	0	0	5	0	0	0	0	0	0
K09482 glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	96
K09680 type II pantothenate kinase [EC:2.7.1.33]	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0
K09684 PucR family transcriptional regulator, purine catabolism regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
K09685 purine operon repressor	0	0	0	0	0	0	0	15	0	1	0	25	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09692 teichoic acid transport system permease protein	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09693 teichoic acid transport system ATP-binding protein [EC:7.5.2.4]	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09694 lipooligosaccharide transport system permease protein	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09695 lipooligosaccharide transport system ATP-binding protein	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09698 nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09703 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
K09706 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	28
K09710 ribosome-associated protein	0	0	0	0	0	0	14	0	0	2	0	29	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
K09713 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	62
K09715 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
K09717 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	86
K09720 HTH-type transcriptional regulator, global nitrogen regulator NrpRI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	261
K09721 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
K09722 4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
K09723 DNA replication factor GINS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20
K09724 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	200
K09727 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
K09728 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
K09729 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
K09730 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	22
K09733 (5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
K09735 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
K09736 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
K09737 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K09738 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16
K09739 dihydroneopterin aldolase [EC:4.1.2.25]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
K09740 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
K09741 KEOPS complex subunit Pcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
K09743 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
K09747 uncharacterized protein	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
K09748 ribosome maturation factor RimP	0	0	0	0	0	0	7	3	0	0	0	0	79	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0
K09749 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
K09758 aspartate 4-decarboxylase [EC:4.1.1.12]	0	0	0	0	0	0	0	0	0	32	3	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09759 nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	206
K09760 DNA recombination protein RmuC	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09761 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	0	0	0	0	0	0	12	5	12	0	0	112	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09762 uncharacterized protein	0	0	0	0	0	0	0	1	0	3	0	19	203	0	1	0	0	1	0	0	0	42	0	0	0	0	19	0	0	0	0	0	0
K09764 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0
K09765 epoxyqueuosine reductase [EC:1.17.99.6]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	6	0	0	0	0	0	0
K09767 cyclic-di-GMP-binding protein	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09768 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	774	0	0	0	0	5	0	0	0	0	0	0
K09769 uncharacterized protein	0	0	0	0	0	0	0	51	0	0	4	8	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0
K09770 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
K09772 cell division inhibitor SepF	0	0	0	0	0	0	4	33	3	7	0	41	12	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0
K09773 [pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	0	0	0	0	0	0	2	12	0	6	15	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09775 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
K09776 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
K09777 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
K09779 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	1	84	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0
K09780 uncharacterized protein	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09786 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09787 uncharacterized protein	0	0	0	0	0	0	0	0	0	1	0	21	90	0	0	0	0	0	0	0	0	78	0	0	0	0	1	0	0	0	0	0	0
K09793 uncharacterized protein	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09807 uncharacterized protein	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09809 CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09811 cell division transport system permease protein	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	6	0	0	0	0	0	0
K09812 cell division transport system ATP-binding protein	0	0	0	0	0	0	4	0	3	0	0	15	58	0	0	0	0	0	0	0	14	1	0	0	0	0	3	0	2	0	0	0	0
K09815 zinc transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	195	0	10	0	0	1	0	0	0	10	0	0	0	0	39	0	0	0	0	0	0
K09816 zinc transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	42	0	0	0	0	13	0	0	0	0	3	6
K09817 zinc transport system ATP-binding protein [EC:7.2.2.-]	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	34	0	0	0	0	24	0	0	0	0	65	0
K09825 Fur family transcriptional regulator, peroxide stress response regulator	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
K09861 uncharacterized protein	0	0	0	0	0	0	18	146	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09888 cell division protein ZapA	0	0	0	0	0	0	0	0	2	0	0	0	38	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
K09903 uridylate kinase [EC:2.7.4.22]	0	0	0	0	1	0	0	0	0	0	0	10	93	0	0	0	0	0	0	0	0	25	0	0	0	0	6	0	0	0	0	38	58
K09927 uncharacterized protein	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09936 bacterial/archaeal transporter family-2 protein	0	0	0	0	0	0	0	193	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K09951 CRISPR-associated protein Cas2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1
K09952 CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	0	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09955 uncharacterized protein	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09962 uncharacterized protein	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09963 uncharacterized protein	0	0	0	0	0	0	0	0	1	3	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09974 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
K09976 uncharacterized protein	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09988 D-lyxose ketol-isomerase [EC:5.3.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K09989 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0
K09992 uncharacterized protein	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10005 glutamate transport system substrate-binding protein	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10006 glutamate transport system permease protein	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10007 glutamate transport system permease protein	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10009 L-cystine transport system permease protein	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10026 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148
K10037 glutamine transport system permease protein	0	0	0	0	0	0	16	0	0	13	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10038 glutamine transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	8	0	0	4	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10039 aspartate/glutamate/glutamine transport system substrate-binding protein	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10040 aspartate/glutamate/glutamine transport system permease protein	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
K10041 aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
K10112 multiple sugar transport system ATP-binding protein	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0
K10117 raffinose/stachyose/melibiose transport system substrate-binding protein	0	0	0	0	0	0	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
K10118 raffinose/stachyose/melibiose transport system permease protein	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
K10119 raffinose/stachyose/melibiose transport system permease protein	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
K10206 LL-diaminopimelate aminotransferase [EC:2.6.1.83]	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	44
K10212 glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K10213 ribosylpyrimidine nucleosidase [EC:3.2.2.8]	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10254 oleate hydratase [EC:4.2.1.53]	0	0	0	0	0	0	0	73	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10439 ribose transport system substrate-binding protein	0	0	0	0	0	0	9	0	2	0	5	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	114	0	0	0	0	0	0
K10440 ribose transport system permease protein	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
K10441 ribose transport system ATP-binding protein [EC:7.5.2.7]	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	66	0	0	0	0	0	0
K10530 L-lactate oxidase [EC:1.1.3.2]	0	0	0	0	0	0	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10536 agmatine deiminase [EC:3.5.3.12]	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
K10543 D-xylose transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K10546 putative multiple sugar transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
K10547 putative multiple sugar transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	1	0	0	0	0	0	0
K10548 putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K10563 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	0	0	0	0	0	0	35	79	0	15	0	109	0	0	0	0	0	0	0	0	0	4	0	0	0	0	17	0	0	0	0	0	0
K10708 fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10709 fructoselysine 3-epimerase [EC:5.1.3.41]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
K10710 fructoselysine 6-kinase [EC:2.7.1.218]	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10711 GntR family transcriptional regulator, frlABCD operon transcriptional regulator	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10716 voltage-gated potassium channel	0	0	0	0	0	0	20	92	0	0	0	94	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	533
K10725 archaeal cell division control protein 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	89
K10726 replicative DNA helicase Mcm [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	47
