#keggName_to_taxonName	Bacteroides fragilis	Bacteroides intestinalis	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. PI-S10-A1B	Clostridium sp. W14A	uncultured Clostridiales bacterium	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. PC13	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Clostridiales bacterium	Firmicutes bacterium CAG:83	Methanobacterium congolense	Methanobacterium paludis
K14109 energy-converting hydrogenase A subunit R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64
K14112 energy-converting hydrogenase B subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K14113 energy-converting hydrogenase B subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K14114 energy-converting hydrogenase B subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
K14115 energy-converting hydrogenase B subunit F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K14116 energy-converting hydrogenase B subunit G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
K14117 energy-converting hydrogenase B subunit H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K14118 energy-converting hydrogenase B subunit I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K14119 energy-converting hydrogenase B subunit J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K14120 energy-converting hydrogenase B subunit K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	118
K14123 energy-converting hydrogenase B subunit N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
K14124 energy-converting hydrogenase B subunit O	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K14125 energy-converting hydrogenase B subunit P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
K14126 F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	81
K14127 F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
K14128 F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45
K14154 thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14155 cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	0	0	0	10	0	11	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	42	16	22	0	0	0	1	0	0	0
K14170 chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	4	0	29	81	0	4	0	0	27	3	0	0	0
K14205 phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	0	0	0	0	0	0	0	0	18	2	280	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14261 alanine-synthesizing transaminase [EC:2.6.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K14267 N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14393 cation/acetate symporter	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14415 tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25
K14441 ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	0	0	0	27	0	0	0	0	0	0	0	0	0	7	0	0	4	0	2	0	0	18	1	3	1	12	6	97	0	0	0
K14445 solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	70
K14534 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	261	0	1	0	0	0	0	0	0	0
K14540 ribosome biogenesis GTPase A	0	0	0	0	0	0	0	0	1	0	26	8	0	419	0	0	0	0	3	0	1	0	6	3	6	9	2	12	0	0	0
K14561 U3 small nucleolar ribonucleoprotein protein IMP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10
K14564 nucleolar protein 56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	53
K14574 ribosome maturation protein SDO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7
K14591 protein AroM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K14652 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	0	0	0	2	0	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
K14653 2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase [EC:3.5.1.102]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
K14654 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	45
K14656 FAD synthetase [EC:2.7.7.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
K14731 epsilon-lactone hydrolase [EC:3.1.1.83]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	14	0	0	0	0
K14742 tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	11	0	4	13	70	0	0	0
K14761 ribosome-associated protein	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	7	0	10	0	1	4	0	0	0	0
K14941 2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24
K14982 two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14983 two-component system, OmpR family, response regulator CiaR	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15024 putative phosphotransacetylase [EC:2.3.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	664	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K15051 DNA-entry nuclease	0	0	0	0	0	0	0	0	26	0	71	32	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
K15256 tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	80
K15342 CRISP-associated protein Cas1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	28
K15429 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	55
K15449 tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	48
K15460 tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15495 molybdate/tungstate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308
K15496 molybdate/tungstate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204
K15497 molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
K15531 oligosaccharide reducing-end xylanase [EC:3.2.1.156]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K15532 unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K15551 taurine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
K15552 taurine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
K15580 oligopeptide transport system substrate-binding protein	0	0	0	0	0	0	0	0	21	0	177	108	15	0	2	0	7	0	8	0	28	127	0	57	36	1	92	0	0	0	0
K15581 oligopeptide transport system permease protein	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	3	0	0	0	0	6	12	0	88	0	0	0	0
K15582 oligopeptide transport system permease protein	0	0	0	0	0	0	0	0	1	0	40	1	0	0	16	0	0	0	0	1	0	0	0	6	25	0	45	0	0	0	0
K15583 oligopeptide transport system ATP-binding protein	0	0	0	0	0	0	0	0	5	0	14	7	0	0	0	0	3	0	0	1	0	9	0	5	0	0	44	2	0	0	0
K15587 nickel transport system ATP-binding protein [EC:7.2.2.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K15598 putative hydroxymethylpyrimidine transport system substrate-binding protein	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15629 fatty-acid peroxygenase [EC:1.11.2.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
K15633 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	20	0	0	0	0	6	55	0	1	2	12	27	55	0	0	0
K15635 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	153
K15667 fengycin family lipopeptide synthetase D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
K15725 outer membrane protein, cobalt-zinc-cadmium efflux system	0	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15726 cobalt-zinc-cadmium resistance protein CzcA	24	0	0	76	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15727 membrane fusion protein, cobalt-zinc-cadmium efflux system	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15738 ABC transport system ATP-binding/permease protein	2	0	0	1	0	0	0	0	0	0	127	28	0	0	0	0	0	0	2	0	2	126	8	0	0	0	0	0	0	0	0
K15770 arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15771 arabinogalactan oligomer / maltooligosaccharide transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15772 arabinogalactan oligomer / maltooligosaccharide transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15777 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]	0	0	0	0	0	0	0	64	0	0	0	0	0	4	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	6	10
K15778 phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	73
K15836 formate hydrogenlyase transcriptional activator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K15865 threonylcarbamoyladenosine tRNA methylthiotransferase CDKAL1 [EC:2.8.4.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	130
K15888 tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16
K15904 bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	87
K15923 alpha-L-fucosidase 2 [EC:3.2.1.51]	44	17	0	87	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K15977 putative oxidoreductase	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15986 manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]	0	0	0	0	0	0	3	0	0	0	5	0	0	1419	0	3	0	0	0	0	0	28	0	14	0	0	0	0	0	0	0
K15987 K(+)-stimulated pyrophosphate-energized sodium pump	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	56	0	12	0	0	8	0	0	0	0
K16011 mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16012 ATP-binding cassette, subfamily C, bacterial CydC	0	0	0	0	0	0	0	21	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16013 ATP-binding cassette, subfamily C, bacterial CydD	0	0	0	0	0	0	0	9	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16052 MscS family membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0
K16053 miniconductance mechanosensitive channel	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16089 outer membrane receptor for ferrienterochelin and colicins	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16137 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	0	0	0	0	0	0	0	0	13	0	129	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16149 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16169 xanthine permease	0	0	0	0	0	0	0	0	5	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16183 methylamine methyltransferase corrinoid activation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K16203 D-amino peptidase [EC:3.4.11.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
K16209 lactose/raffinose/galactose permease	0	0	0	0	0	0	0	0	0	0	6	24	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
K16211 maltose/moltooligosaccharide transporter	0	0	0	1	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16212 4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16213 cellobiose epimerase [EC:5.1.3.11]	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16235 S-methylmethionine transporter	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16237 aromatic amino acid permease	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16238 ethanolamine permease	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16264 cobalt-zinc-cadmium efflux system protein	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16306 fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
K16323 purine nucleoside transport protein	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16328 pseudouridine kinase [EC:2.7.1.83]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	21	21	61	0	0	0	0	5	0	1	0	0
K16329 pseudouridylate synthase [EC:4.2.1.70]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	46	4	4	1	0	0	0	2	2	0	0
K16345 xanthine permease XanP	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16371 D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0
K16435 dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase [EC:4.2.1.159]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
K16509 regulatory protein spx	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16511 adapter protein MecA 1/2	0	0	0	0	0	0	0	0	8	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16785 energy-coupling factor transport system permease protein	0	0	0	0	0	0	0	5	0	0	74	31	0	111	0	0	1	0	2	0	3	18	0	5	0	0	3	5	0	0	0
K16786 energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	0	0	0	0	0	0	0	0	12	0	108	28	0	277	0	0	0	0	0	0	1	22	0	2	0	0	24	0	0	0	0
K16787 energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	0	0	0	0	0	0	0	5	7	0	337	131	2	56	0	0	0	0	3	3	7	8	0	19	0	5	47	73	0	0	0
K16788 niacin transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0
K16789 thiamine transporter	0	0	0	0	0	0	0	0	5	0	39	0	0	97	0	0	0	0	5	0	1	52	0	5	0	8	0	0	0	0	0
K16792 methanogen homoaconitase large subunit [EC:4.2.1.114]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177
K16793 methanogen homoaconitase small subunit [EC:4.2.1.114]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
K16849 altronate dehydratase small subunit [EC:4.2.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K16850 altronate dehydratase large subunit [EC:4.2.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
K16869 octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16874 2,5-furandicarboxylate decarboxylase 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0
K16881 mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	2	0	3	74	0	0	0
K16898 ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]	0	0	0	0	0	0	0	0	47	1	0	119	0	84	0	11	5	0	4	0	41	262	1	29	3	12	0	3	0	0	0
K16899 ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]	0	0	0	0	0	0	0	0	43	1	591	171	0	1922	0	0	2	0	5	0	67	232	6	56	4	33	1	2	9	0	0
K16923 energy-coupling factor transport system substrate-specific component	0	0	0	0	0	0	0	0	12	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16924 energy-coupling factor transport system substrate-specific component	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16925 energy-coupling factor transport system substrate-specific component	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K16927 energy-coupling factor transport system substrate-specific component	0	0	0	0	0	0	0	0	1	10	68	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16957 L-cystine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16958 L-cystine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16959 L-cystine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16960 L-cystine transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K17073 putative lysine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	0	0
K17074 putative lysine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	40	0	0	1	4	0	0	0	0	0
K17076 putative lysine transport system ATP-binding protein [EC:3.6.3.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	2	0	0	0	0	0
K17077 arginine/lysine/histidine transport system permease protein	0	0	0	0	0	0	0	0	3	1	71	2	0	0	0	0	1	0	3	0	0	24	11	7	0	3	0	14	0	0	0
K17103 CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K17104 phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5
K17105 geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89
K17202 erythritol transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
K17203 erythritol transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
K17204 erythritol transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
K17213 inositol transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
K17214 inositol transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
K17215 inositol transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
K17218 sulfide:quinone oxidoreductase [EC:1.8.5.4]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
