#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides luti	Bacteroides pyogenes	Bacteroides reticulotermitis	Bacteroides sp. KCTC 15687	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium luticellarii	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	uncultured Clostridiales bacterium	Anaerotignum propionicum	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium D5	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Intestinimonas timonensis	Clostridiales bacterium	Methanobacterium paludis
K11065 thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11068 hemolysin III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	99	0	0	0	0	0	17	0	1	0	1	0	0	0	0	0	0	0
K11069 spermidine/putrescine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	16	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	173	0	0	0
K11070 spermidine/putrescine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	1	0	49	0	0	0	0	0	3	0	0	0
K11071 spermidine/putrescine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	24	0	7	0	0	0	0	0	2	0	0	0
K11072 spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	40	0	0	0
K11085 ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11105 cell volume regulation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
K11131 H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
K11144 primosomal protein DnaI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11145 ribonuclease III family protein [EC:3.1.26.-]	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	52	0	0	0	0	0	6	0	0	0	1	0	0	0	10	0	0	0
K11175 phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	14	0	71	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0
K11176 IMP cyclohydrolase [EC:3.5.4.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K11189 phosphocarrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11203 PTS system, fructose-specific IIC-like component	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11212 LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
K11261 formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
K11263 acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11358 aspartate aminotransferase [EC:2.6.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	67	0	3	0	0	0	0	0	237	0	0	0
K11381 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K11527 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11529 glycerate 2-kinase [EC:2.7.1.165]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
K11600 exosome complex component RRP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K11615 two-component system, CitB family, response regulator MalR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
K11617 two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11646 3-dehydroquinate synthase II [EC:1.4.1.24]	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K11691 two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
K11692 two-component system, CitB family, response regulator DctR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
K11717 cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	58	0	110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	106
K11733 lysine-specific permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11741 quaternary ammonium compound-resistance protein SugE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K11749 regulator of sigma E protease [EC:3.4.24.-]	39	0	0	0	0	0	0	0	0	0	0	0	7	0	37	14	0	65	3	0	0	0	0	46	0	7	0	0	0	0	0	97	0	0	0
K11751 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0
K11752 diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	122	0	0	0	0	0	44	0	10	0	9	0	0	0	0	0	0	0
K11753 riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	0	83	0	0	0	0	0	14	0	9	0	7	0	0	0	2	0	0	0
K11754 dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	85	0	107	0	0	0	0	0	40	0	19	0	2	0	0	0	0	0	0	0
K11755 phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0
K11780 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
K11781 5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
K11784 cyclic dehypoxanthinyl futalosine synthase [EC:1.21.98.1]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11927 ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
K11928 sodium/proline symporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
K11931 poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
K11936 poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11991 tRNA(adenine34) deaminase [EC:3.5.4.33]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	25	0	0	0	0	0	4	0	0	0	1	0	0	0	13	0	0	0
K12132 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	0	0	0	0	0	0	0	0	0	0	0	0	13	0	52	38	0	0	0	0	0	0	0	26	0	0	0	7	0	0	0	1	0	0	0
K12137 hydrogenase-4 component B [EC:1.-.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
K12234 coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K12251 N-carbamoylputrescine amidase [EC:3.5.1.53]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K12257 SecD/SecF fusion protein	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12264 anaerobic nitric oxide reductase flavorubredoxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
K12267 peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0
K12268 accessory secretory protein Asp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12269 accessory secretory protein Asp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12270 accessory secretory protein Asp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12308 beta-galactosidase [EC:3.2.1.23]	80	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12340 outer membrane protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12410 NAD-dependent deacetylase [EC:3.5.1.-]	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	56	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0
K12507 acyl-CoA synthetase [EC:6.2.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K12524 bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12527 putative selenate reductase [EC:1.97.1.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	0
K12554 alanine adding enzyme [EC:2.3.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12555 penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12573 ribonuclease R [EC:3.1.13.1]	0	0	0	0	0	0	0	2	0	0	0	0	0	0	27	19	0	159	0	0	0	0	0	40	0	0	0	6	0	0	0	63	0	0	0
K12574 ribonuclease J [EC:3.1.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	39	0	91	0	0	0	0	0	10	0	2	0	2	0	0	0	0	0	0	60
K12589 exosome complex component RRP42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
K12700 non-specific riboncleoside hydrolase [EC:3.2.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12940 aminobenzoyl-glutamate utilization protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
K12941 aminobenzoyl-glutamate utilization protein B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
K12952 cation-transporting P-type ATPase E [EC:7.2.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
K12960 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	35
K12996 rhamnosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13012 O-antigen biosynthesis protein WbqP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13015 UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K13019 UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13038 phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	25	0	155	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	9
K13039 sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
K13052 cell division protein DivIC	0	0	0	0	0	0	0	0	0	0	0	0	15	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13256 protein PsiE	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13277 minor extracellular protease Epr [EC:3.4.21.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13280 signal peptidase I [EC:3.4.21.89]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
K13282 cyanophycinase [EC:3.4.15.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K13292 phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	115	0	0	0	0	0	13	0	13	2	5	0	0	0	22	0	0	0
K13479 xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
K13525 transitional endoplasmic reticulum ATPase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
K13529 AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
K13542 uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
K13566 omega-amidase [EC:3.5.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13626 flagellar assembly factor FliW	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	6	0	6	0	3	0	0	0	0	0	0	0
K13641 IclR family transcriptional regulator, acetate operon repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K13652 AraC family transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
K13677 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]	0	0	0	0	0	0	0	0	0	0	0	0	0	3	61	18	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
K13727 phenolic acid decarboxylase [EC:4.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13730 internalin A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13747 carboxynorspermidine decarboxylase [EC:4.1.1.96]	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	32	0	25	0	3	0	0	0	0	0	0	0
K13787 geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
K13789 geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	0	0	0	0	0	0	0	0	0	0	0	0	2	0	41	31	0	0	0	0	0	0	0	13	0	11	0	4	0	0	0	0	0	0	0
K13819 NifU-like protein	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13889 glutathione transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K13890 glutathione transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
K13891 glutathione transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K13922 propionaldehyde dehydrogenase [EC:1.2.1.87]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0
K13927 holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
K13940 dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13953 alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13954 alcohol dehydrogenase [EC:1.1.1.1]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13993 HSP20 family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	52	0	0	0	0	0	0	0	0	0	4	0	0	0	19	0	0	3
K14080 [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K14081 methanol corrinoid protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
K14087 ech hydrogenase subunit B	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14092 energy-converting hydrogenase A subunit A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
K14099 energy-converting hydrogenase A subunit H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K14101 energy-converting hydrogenase A subunit J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K14103 energy-converting hydrogenase A subunit L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
K14106 energy-converting hydrogenase A subunit O	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K14107 energy-converting hydrogenase A subunit P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
K14108 energy-converting hydrogenase A subunit Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K14109 energy-converting hydrogenase A subunit R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
K14116 energy-converting hydrogenase B subunit G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
K14117 energy-converting hydrogenase B subunit H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K14120 energy-converting hydrogenase B subunit K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
K14125 energy-converting hydrogenase B subunit P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K14126 F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
K14127 F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K14128 F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
K14155 cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0
K14170 chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	19	1	10	0	2	0	0	0	12	0	0	0
K14188 D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14205 phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14392 sodium/pantothenate symporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
K14415 tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
K14441 ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0
