#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides intestinalis	Bacteroides luti	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Dysgonomonas sp. BGC7	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Desulfovibrio sp. AM18-2	Actinomyces provencensis	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium carboxidivorans	Clostridium drakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium scatologenes	Clostridium tyrobutyricum	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Oscillibacter ruminantium	Oscillibacter valericigenes	Desulfitobacterium metallireducens	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium
K08300 ribonuclease E [EC:3.1.26.12]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08301 ribonuclease G [EC:3.1.26.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	965	0	0	0	0	0	0	0	0	0	19	0	0	0	0
K08303 putative protease [EC:3.4.-.-]	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	19	1730	0	3	0	0	0	0	0	0	16	54	0	19	0	0
K08307 membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08309 soluble lytic murein transglycosylase [EC:4.2.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	0	2	0	0	0	0	0	0	4	0	5	0	0
K08316 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	10	0	0
K08317 uncharacterized oxidoreductase [EC:1.1.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K08322 L-gulonate 5-dehydrogenase [EC:1.1.1.380]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
K08325 NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08352 thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K08357 tetrathionate reductase subunit A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
K08358 tetrathionate reductase subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K08369 MFS transporter, putative metabolite:H+ symporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	51	0	0	3	629	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K08384 stage V sporulation protein D (sporulation-specific penicillin-binding protein)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	1064	0	0	0	0	0	0	0	0	7	39	0	22	0	0
K08483 phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	9	0	0	0	3192	0	1	0	0	0	0	0	0	0	0	0	7	0	0
K08591 acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0
K08600 sortase B [EC:3.4.22.71]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0
K08602 oligoendopeptidase F [EC:3.4.24.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	637	37	0	0	0	0	0	2	0	0	1	0	0	0	31	15	0	0	0	0
K08659 dipeptidase [EC:3.4.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08676 tricorn protease [EC:3.4.21.-]	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08678 UDP-glucuronate decarboxylase [EC:4.1.1.35]	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08680 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08681 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
K08722 5'-deoxynucleotidase [EC:3.1.3.89]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
K08724 penicillin-binding protein 2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08728 nucleoside deoxyribosyltransferase [EC:2.4.2.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	363	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08744 cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K08963 methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0
K08968 L-methionine (R)-S-oxide reductase [EC:1.8.4.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
K08969 aminotransferase [EC:2.6.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08972 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08974 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K08978 bacterial/archaeal transporter family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K08981 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K08982 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0
K08984 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
K08986 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	630	0	0	0	0	0	0	0	0	93	0	0	17	0	0
K08987 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08996 putative membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08998 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
K08999 uncharacterized protein	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09000 CRISPR-associated protein Cmr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
K09001 anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09004 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09005 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
K09007 GTP cyclohydrolase IB [EC:3.5.4.16]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09013 Fe-S cluster assembly ATP-binding protein	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	3	0	8	0	33	0	505	0	0	1	0	0	0	0	0	1	10	0	1	0	0
K09014 Fe-S cluster assembly protein SufB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K09015 Fe-S cluster assembly protein SufD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09022 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	150	0	0	0	0	0	0	0	0	2	2	0	5	0	0
K09116 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
K09117 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	26	0	3	0	1	0	0	0	0	0	0	0	0	0	0
K09118 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0
K09121 pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	42	0	0	0	0	0	0	0	0	0	5	26	0	8	0	0
K09125 uncharacterized protein	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09126 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09127 CRISPR-associated protein Cmr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
K09128 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09136 ribosomal protein S12 methylthiotransferase accessory factor	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09137 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0
K09138 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
K09155 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K09157 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	1	0	0
K09163 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K09167 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09384 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09457 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09458 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	3	6	0	0	0	0
K09680 type II pantothenate kinase [EC:2.7.1.33]	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K09684 PucR family transcriptional regulator, purine catabolism regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
K09685 purine operon repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	8	0	0	0	543	0	0	0	0	0	0	0	0	0	6	0	0	0	0
K09692 teichoic acid transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09693 teichoic acid transport system ATP-binding protein [EC:7.5.2.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09696 sodium transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09698 nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
K09706 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	91	0	13	0	0	0	0	0	0	0	0	0	0	0	0
K09710 ribosome-associated protein	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	61	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
K09747 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
K09748 ribosome maturation factor RimP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	290	0	0	0	0	0	0	0	0	1	4	0	1	0	0
K09749 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2212	0	1	0	0	0	0	0	0	6	4	0	4	0	0
K09758 aspartate 4-decarboxylase [EC:4.1.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
K09760 DNA recombination protein RmuC	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K09761 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	0	0	0	0	0	0	0	0	0	0	2	0	0	0	38	0	182	30	0	3	0	900	0	0	0	0	0	0	0	0	0	22	0	0	0	0
K09762 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	12	0	0	0	665	0	0	0	0	0	0	0	0	3	7	0	3	0	0
K09764 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	163	0	0	0	0	0	0	0	0	1	0	0	3	0	0
K09765 epoxyqueuosine reductase [EC:1.17.99.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09766 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
K09767 cyclic-di-GMP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K09768 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	0	1	0	0	0	0	0	0	182	13	0	1	0	0
K09769 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
K09770 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K09772 cell division inhibitor SepF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	98	5	0	0	0	43	0	0	0	0	0	0	0	0	2	0	0	4	0	0
K09773 [pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
K09775 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
K09776 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
K09777 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09779 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09786 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	0	10	0	0	0	0	0	0	0	12	0	0	0	0
K09787 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	0	1	0	264	0	0	0	0	0	0	0	0	4	4	0	0	0	0
K09790 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09793 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09794 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09807 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09808 lipoprotein-releasing system permease protein	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09809 CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09810 lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09811 cell division transport system permease protein	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	2	0	5	0	0
K09812 cell division transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	183	0	0	0	0	0	0	0	0	9	5	0	0	0	0
K09815 zinc transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	545	0	2	12	0	0	0	2	0	25	2	0	6	0	0
K09816 zinc transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	38	12	0	4	0	0
K09817 zinc transport system ATP-binding protein [EC:7.2.2.-]	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	21	14	0	11	0	0
K09825 Fur family transcriptional regulator, peroxide stress response regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	19	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
K09861 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09888 cell division protein ZapA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	153	0	0	0	0	0	0	0	0	1	7	0	0	0	0
K09903 uridylate kinase [EC:2.7.4.22]	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	221	0	0	0	0	0	0	0	0	1	4	0	0	0	0
K09913 purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09924 uncharacterized protein	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09936 bacterial/archaeal transporter family-2 protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	37	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09940 uncharacterized protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09951 CRISPR-associated protein Cas2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
K09952 CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09955 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K09963 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09974 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09976 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09988 D-lyxose ketol-isomerase [EC:5.3.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
K09989 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
K09994 (aminoalkyl)phosphonate N-acetyltransferase [EC:2.3.1.280]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K10003 glutamate/aspartate transport system permease protein	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10010 L-cystine transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10026 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K10036 glutamine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0	0	0
K10037 glutamine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	225	29	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
K10038 glutamine transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10039 aspartate/glutamate/glutamine transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
K10040 aspartate/glutamate/glutamine transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	4	0	0	0	0	0	0	21	0	0	0	0
K10041 aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10112 multiple sugar transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
K10117 raffinose/stachyose/melibiose transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
K10118 raffinose/stachyose/melibiose transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K10119 raffinose/stachyose/melibiose transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K10206 LL-diaminopimelate aminotransferase [EC:2.6.1.83]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	0	8	0	0
